NGC_BMU_ID,BMGROUP_NAME,SETT_BMU_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,X
RMPNO-1,Rampion Offshore Wind,T_RMPNO-1,,,,,,,,,,10,,12,,,,,,
RMPNO-2,Rampion Offshore Wind,T_RMPNO-2,,,,,,,,,,10,,12,,,,,,
ROCK-1,Rocksavage,T_ROCK-1,,,,,,,,8,9,,,,,,,,,
RREW-1,Robin Rigg East,T_RREW-1,,,,,,,7,8,9,,11,,,,,16,,
RRWW-1,Robin Rigg West,T_RRWW-1,,,,,,,7,8,9,,11,,,,,16,,
RSHLW-1,Rosehall Wind Farm,E_RSHLW-1,1,2,,4,5,6,7,8,9,,11,,,,,16,,
RYHPS-1,Rye House Power Station,T_RYHPS-1,,,,,,,,,,,,,,14,,,,
SANQW-1,Sanquhar W/F,T_SANQW-1,,,,,,6,7,8,9,,11,,,,,16,,
SCCL-1,Saltend,T_SCCL-1,,,,,,,,8,9,,11,,,,,16,,
SCCL-2,Saltend,T_SCCL-2,,,,,,,,8,9,,11,,,,,16,,
SCCL-3,Saltend,T_SCCL-3,,,,,,,,8,9,,11,,,,,16,,
SEAB-1,Seabank,T_SEAB-1,,,,,,,,,,,,12,,,,,,
SEAB-2,Seabank,T_SEAB-2,,,,,,,,,,,,12,,,,,,
SEEL-1,Spalding Energy Expansion,T_SEEL-1,,,,,,,,,9,,,,,,,16,,
SFIL-1,St Fillans,,,,,4,5,6,7,8,9,,11,,,,,16,,
SHBA-1,South Humber,T_SHBA-1,,,,,,,,8,9,,11,,,,,16,,
SHBA-2,South Humber,T_SHBA-2,,,,,,,,8,9,,11,,,,,16,,
SHIN-1,Shin,,1,2,,4,5,6,7,8,9,,11,,,,,16,,
SHIN-2,Shin,,1,2,,4,5,6,7,8,9,,11,,,,,16,,
SHOS-1,Shoreham,E_SHOS-1,,,,,,,,,,10,,12,,,,,,
SHRSO-1,Sheringham Shoal Wind Farm,T_SHRSW-1,,,,,,,,,,,,,,,,,,X
SHRSO-2,Sheringham Shoal Wind Farm,T_SHRSW-2,,,,,,,,,,,,,,,,,,X
SIMEC-1,SIMEC Uskmouth Power,T_SIMEC-1,,,,,,,,,,,,12,,,,,,
SIZB-1,Sizewell B,T_SIZB-1,,,,,,,,,,,,,,,,,,X
SIZB-2,Sizewell B,T_SIZB-2,,,,,,,,,,,,,,,,,,X
SLOY-1,Sloy,M_SLOY-1,,,3,4,5,6,7,8,9,,11,,,,,16,,
SLOY-2,Sloy,T_SLOY-2,,,3,4,5,6,7,8,9,,11,,,,,16,,
SLOY-3,Sloy,T_SLOY-3,,,3,4,5,6,7,8,9,,11,,,,,16,,
SLOY-4,Sloy,M_SLOY-4,,,3,4,5,6,7,8,9,,11,,,,,16,,
SPEY-1,Speyside,,1,2,,4,5,6,7,8,9,,11,,,,,16,,
SPLN-1,Spalding Power Station,T_SPLN-1,,,,,,,,,9,,,,,,,16,,
STAY-1,Staythorpe,T_STAY-1,,,,,,,,,9,,,,,,,16,,
STAY-2,Staythorpe,T_STAY-2,,,,,,,,,9,,,,,,,16,,
STAY-3,Staythorpe,T_STAY-3,,,,,,,,,9,,,,,,,16,,
STAY-4,Staythorpe,T_STAY-4,,,,,,,,,9,,,,,,,16,,
STCR-1,Stevens Croft,,,,,,,6,7,8,9,,11,,,,,16,,
STLGW-1,Stronelairg W/F,T_STLGW-1,1,2,,4,5,6,7,8,9,,11,,,,,16,,
STLGW-2,Stronelairg W/F,T_STLGW-2,1,2,,4,5,6,7,8,9,,11,,,,,16,,
STLGW-3,Stronelairg W/F,T_STLGW-3,1,2,,4,5,6,7,8,9,,11,,,,,16,,
STPSW-1,Stroupster W/Farm,,1,2,,4,5,6,7,8,9,,11,,,,,16,,
STRNW-1,Strathy North Wind Farm,T_STRNW-1,1,2,,4,5,6,7,8,9,,11,,,,,16,,
SUTB-1,Sutton Bridge,T_SUTB-1,,,,,,,,,,,,,,,,,,X
SVRP-10,Severn Power,T_SVRP-10,,,,,,,,,,,,12,,,,,,
SVRP-20,Severn Power,T_SVRP-20,,,,,,,,,,,,12,,,,,,
TANGW-1,"Tangy Wind, Argyll",,,,3,4,5,6,7,8,9,,11,,,,,16,,
TAYL2G,Taylors Lane,E_TAYL2G,,,,,,,,,,,,,,14,,,,
TAYL3G,Taylors Lane,E_TAYL3G,,,,,,,,,,,,,,14,,,,
TDBNW-1,Toddleburn Wind Farm,T_TDBNW-1,,,,,,6,7,8,9,,11,,,,,16,,
THNTO-1,Thanet Offshore Wind,T_THNTO-1,,,,,,,,,,,,,,,15,,,
THNTO-2,Thanet Offshore Wind,T_THNTO-2,,,,,,,,,,,,,,,15,,,
TKNEW-1,Triton Knoll Wind,T_TKNEW-1,,,,,,,,,9,,,,,,,16,,
TKNWW-1,Triton Knoll Wind,T_TKNWW-1,,,,,,,,,9,,,,,,,16,,
TLYMW-1,Tullymurdoch W/F,E_TLYMW-1,,,,4,5,6,7,8,9,,11,,,,,16,,
TMNCW-1,Tom Nan Clach WF,,1,2,,4,5,6,7,8,9,,11,,,,,16,,
TMWLW-1,Tormywheel,,1,,,4,5,6,7,8,9,,11,,,,,16,,
TONG-1,Tongland,,,,,,,6,7,8,9,,11,,,,,16,,
TONG-2,Tongland,,,,,,,6,7,8,9,,11,,,,,16,,
TONG-3,Tongland,,,,,,,6,7,8,9,,11,,,,,16,,
TORN-1,Torness,T_TORN-1,,,,,,6,7,8,9,,11,,,,,16,,
TORN-2,Torness,T_TORN-2,,,,,,6,7,8,9,,11,,,,,16,,
TRLGW-1,Tralorg,T_TRLGW-1,,,,,,6,7,8,9,,11,,,,,16,,
TSREP-1,MGT Teesside,T_TSREP-1,,,,,,,7,8,9,,11,,,,,16,,
TULWW-1,"Tullo, Laurencekirk",E_TULWW-1,,2,,4,5,6,7,8,9,,11,,,,,16,,
TULWW-2,Tullo II,E_TULWW-2,,2,,4,5,6,7,8,9,,11,,,,,16,,
TUMB-1,Tummel Bridge,,,,,4,5,6,7,8,9,,11,,,,,16,,
TUMB-2,Tummel Bridge,,,,,4,5,6,7,8,9,,11,,,,,16,,
TWSHW-1,Twent Shillings,T_TWSHW-1,,,,,,6,7,8,9,,11,,,,,16,,
USKM-13,Uskmouth Power Station,T_USKM-13,,,,,,,,,,,,12,,,,,,
USKM-14,Uskmouth Power Station,T_USKM-14,,,,,,,,,,,,12,,,,,,
USKM-15,Uskmouth Power Station,T_USKM-15,,,,,,,,,,,,12,,,,,,
WBUGT-1,West Burton,T_WBUGT-1,,,,,,,,,9,,,,,,,16,,
WBUGT-4,West Burton,T_WBUGT-4,,,,,,,,,9,,,,,,,16,,
WBUPS-1,West Burton,T_WBUPS-1,,,,,,,,,9,,,,,,,16,,
WBUPS-2,West Burton,T_WBUPS-2,,,,,,,,,9,,,,,,,16,,
WBUPS-3,West Burton,T_WBUPS-3,,,,,,,,,9,,,,,,,16,,
WBUPS-4,West Burton,T_WBUPS-4,,,,,,,,,9,,,,,,,16,,
WBURB-1,West Burton B PS,T_WBURB-1,,,,,,,,,9,,,,,,,16,,
WBURB-2,West Burton B PS,T_WBURB-2,,,,,,,,,9,,,,,,,16,,
WBURB-3,West Burton B PS,T_WBURB-3,,,,,,,,,9,,,,,,,16,,
WBURB-41,West Burton B PS,T_WBURB-41,,,,,,,,,9,,,,,,,16,,
WBURB-43,West Burton B PS,T_WBURB-43,,,,,,,,,9,,,,,,,16,,
WDNSO-1,West of Duddon Sands,T_WDNSO-1,,,,,,,,8,9,,,,,,,,,
WDNSO-2,West of Duddon Sands,T_WDNSO-2,,,,,,,,8,9,,,,,,,,,
WDRGW-1,Windy Riggs W/F,T_WDRGW-1,,,,,,6,7,8,9,,11,,,,,16,,
WHIHW-1,Whiteside Hill W/F,T_WHIHW-1,,,,,,6,7,8,9,,11,,,,,16,,
WHILW-1,Whitelee Windfarm,T_WHILW-1,,,,,,6,7,8,9,,11,,,,,16,,
WHILW-2,Whitelee Windfarm,T_WHILW-2,,,,,,6,7,8,9,,11,,,,,16,,
WILCT-1,Wilton,T_WILCT-1,,,,,,,7,8,9,,11,,,,,16,,
WINN-1,Winnington CHP,E_WINN-1,,,,,,,,8,9,,,,,,,,,
WISTW-2,Windy Standard II,T_WISTW-2,,,,,,6,7,8,9,,11,,,,,16,,
WLNYO-2,Walney Wind Farm,T_WLNYO-2,,,,,,,,8,9,,,,,,,,,
WLNYO-3,Walney Wind Farm,T_WLNYO-3,,,,,,,,8,9,,,,,,,,,
WLNYO-4,Walney Wind Farm,T_WLNYO-4,,,,,,,,8,9,,,,,,,,,
WLNYW-1,Walney Wind Farm,T_WLNYW-1,,,,,,,,8,9,,,,,,,,,
WTGRW-1,Wethergar,T_WTGRW-1,1,2,,4,5,6,7,8,9,,11,,,,,16,,
WTMSO-1,Westmost Rough Ltd,T_WTMSO-1,,,,,,,,8,9,,11,,,,,16,,
